first name,email id,quantity,events,attendee status,college name,how did you come to know about this event?,designation,year of graduation,city,cgpa,experience with python (months),family income,expected salary (lac),leadership- skills,family_income_calculated
ganesh,ganesh@xyz.com,1,Art of Resume Building,Attending,"kle society's college of bca, rls institute, belagavi",College,Students,2024,Navi Mumbai,7.7,5,0-2 Lakh,8,no,2
dhruv,dhruv@xyz.com,1,Art of Resume Building,Attending,st.francis institute of technology,Email,Students,2025,Nagpur,7.9,5,0-2 Lakh,8,yes,2
yash,yash@xyz.com,1,Art of Resume Building,Attending,new horizon institute of technology and management ,Facebook,Students,2023,Nanded,7.1,4,0-2 Lakh,7,no,2
abhay,abhay@xyz.com,1,Art of Resume Building,Attending,"symbiosis institute of technology, pune",Email,Students,2023,Amritsar,7.7,3,0-2 Lakh,21,no,2
shraddha,shraddha@xyz.com,1,Art of Resume Building,Attending,"mit academy of engineering ,alandi",Whatsapp,Students,2024,Patiala,8.0,7,0-2 Lakh,30,no,2
manan,manan@xyz.com,1,Art of Resume Building,Attending,a. c. patil college of engineering,Whatsapp,Students,2026,Sangrur,6.5,5,0-2 Lakh,24,no,2
suraj,suraj@xyz.com,1,Art of Resume Building,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Email,Students,2024,Jaipur,9.3,3,0-2 Lakh,18,yes,2
kalyani,kalyani@xyz.com,1,Art of Resume Building,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2023,Jalor,6.9,7,0-2 Lakh,9,yes,2
sarthak,sarthak@xyz.com,1,Art of Resume Building,Attending,adhiyamaan college of engineering,Email,Students,2023,Sikar,9.5,3,0-2 Lakh,8,no,2
pratik ,pratik@xyz.com,1,Art of Resume Building,Attending,don bosco college of engineering fatorda goa,Whatsapp,Students,2024,Ahemdabad,9.6,5,0-2 Lakh,9,no,2
asis ,asis@xyz.com,1,Art of Resume Building,Attending,pillai college of engineering new panvel,Whatsapp,Students,2023,Amreli,7.5,4,0-2 Lakh,9,no,2
shivani ,shivani@xyz.com,1,Art of Resume Building,Attending,st xavier's college ,Friends,Students,2024,Dwarka,7.9,3,0-2 Lakh,17,no,2
prathamesh,prathamesh@xyz.com,1,Art of Resume Building,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Email,Students,2023,Jamnagar,9.6,7,0-2 Lakh,19,yes,2
sushant,sushant@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhinagar,Whatsapp,Students,2024,Kheda,7.3,4,0-2 Lakh,19,no ,2
aman,aman@xyz.com,1,Art of Resume Building,Attending,"kle society's college of bca, rls institute, belagavi",Youtube,Students,2023,Navsari,8.0,4,0-2 Lakh,23,yes,2
archana,archana@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhinagar,College,Students,2025,Rajkot,9.1,5,0-2 Lakh,9,no,2
gauri,gauri@xyz.com,1,Art of Resume Building,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Cloud Counselage Website,Students,2025,Surat,6.7,7,0-2 Lakh,7,no,2
pramod,pramod@xyz.com,1,Art of Resume Building,Attending,new horizon institute of technology and management ,Email,Students,2023,Kunrool,7.9,5,0-2 Lakh,6,no,2
vitthal,vitthal@xyz.com,1,Art of Resume Building,Attending,late g. n. sapkal college of engineering,Email,Students,2024,Tirupati,7.3,3,0-2 Lakh,9,no,2
shubhangi,shubhangi@xyz.com,1,Art of Resume Building,Attending,wilson college ,College,Students,2026,Nagaon,6.9,4,0-2 Lakh,19,no ,2
aniket,aniket@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2023,Tezpur,8.4,3,0-2 Lakh,13,yes,2
mayuri,mayuri@xyz.com,1,Art of Resume Building,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2024,Dehri,7.3,4,0-2 Lakh,10,no,2
sukanya,sukanya@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhinagar,Whatsapp,Students,2025,Chapra,7.9,7,0-2 Lakh,10,no,2
shubhangi ,shubhangi@xyz.com,1,Art of Resume Building,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Youtube,Students,2025,Darbhanga,9.9,5,0-2 Lakh,10,yes,2
archana ,archana@xyz.com,1,Art of Resume Building,Attending,"vishwakarma institute of technology, pune",Youtube,Students,2026,Gaya,7.6,4,0-2 Lakh,15,no,2
anuja,anuja@xyz.com,1,Art of Resume Building,Attending,"kle society's college of bca, rls institute, belagavi",College,Students,2024,Haijipur,9.3,5,0-2 Lakh,12,no,2
omkar,omkar@xyz.com,1,Art of Resume Building,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2024,Jamalpur,6.4,4,0-2 Lakh,20,no,2
sudarshan,sudarshan@xyz.com,1,Art of Resume Building,Attending,st.francis institute of technology,Whatsapp,Students,2023,Kaithar,8.4,7,0-2 Lakh,21,no,2
dipak,dipak@xyz.com,1,Art of Resume Building,Attending,"symbiosis institute of technology, pune",Whatsapp,Students,2025,Patna,8.7,3,0-2 Lakh,8,yes,2
manasi,manasi@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Youtube,Students,2024,Chandigarh,8.5,7,0-2 Lakh,16,yes,2
sushmita ,sushmita@xyz.com,1,Art of Resume Building,Attending,d y patil institute of mca and management akurdi pune,Cloud Counselage Website,Students,2024,Durg,9.7,5,0-2 Lakh,7,no,2
saurabh,saurabh@xyz.com,1,Art of Resume Building,Attending,don bosco college of engineering fatorda goa,Whatsapp,Students,2025,Daman,6.5,5,0-2 Lakh,9,no,2
gayatri,gayatri@xyz.com,1,Art of Resume Building,Attending,st xavier's college ,Whatsapp,Students,2024,Silvassa,9.3,4,0-2 Lakh,24,no,2
suvarna,suvarna@xyz.com,1,Art of Resume Building,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,Students,2023,New Delhi,6.5,7,0-2 Lakh,11,no,2
kiran,kiran@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhinagar,Whatsapp,Students,2025,Madgaon,9.1,4,0-2 Lakh,8,yes,2
rohit,rohit@xyz.com,1,Art of Resume Building,Attending,late g. n. sapkal college of engineering,Whatsapp,Students,2025,Kheda,9.9,7,0-2 Lakh,24,no,2
ayush,ayush@xyz.com,1,Art of Resume Building,Attending,"symbiosis institute of technology, pune",Whatsapp,Students,2025,Morbi,9.3,5,0-2 Lakh,8,yes,2
vipul ,vipul@xyz.com,1,Art of Resume Building,Attending,"mit academy of engineering ,alandi",Whatsapp,Students,2023,Nadiad,7.1,4,0-2 Lakh,19,no,2
ketan,ketan@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2024,Rajkot,7.4,3,0-2 Lakh,18,no,2
aryan,aryan@xyz.com,1,Art of Resume Building,Attending,adhiyamaan college of engineering,College,Students,2023,Jind,7.1,4,0-2 Lakh,7,no,2
sushmita,sushmita@xyz.com,1,Art of Resume Building,Attending,"vidyalankar institute of technology, mumbai",College,Students,2024,Rewari,6.8,4,0-2 Lakh,6,no,2
kalyani ,kalyani@xyz.com,1,Art of Resume Building,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,Students,2023,Rohtak,7.1,7,0-2 Lakh,7,no,2
purva,purva@xyz.com,1,Art of Resume Building,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2024,Kangra,6.7,3,0-2 Lakh,6,yes,2
pravin,pravin@xyz.com,1,Art of Resume Building,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2023,Shimla,8.7,3,0-2 Lakh,5,yes,2
isha,isha@xyz.com,1,Art of Resume Building,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2026,Anantnag,8.9,4,0-2 Lakh,9,no,2
riddhi,riddhi@xyz.com,1,Art of Resume Building,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2023,Baramula,7.4,7,0-2 Lakh,5,no,2
ajit,ajit@xyz.com,1,Art of Resume Building,Attending,wilson college ,Whatsapp,Students,2023,Udhampur,8.1,5,0-2 Lakh,5,no,2
mayuri ,mayuri@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2024,Badmi,9.5,7,0-2 Lakh,20,yes,2
abhijeet,abhijeet@xyz.com,1,Art of Resume Building,Attending,ap shah institute of technology ,Youtube,Students,2024,Mysuru,9.5,5,0-2 Lakh,7,no,2
mahesh,mahesh@xyz.com,1,Art of Resume Building,Attending,pillai college of engineering new panvel,Whatsapp,Students,2023,Kollam,8.4,7,0-2 Lakh,6,yes,2
simran ,simran@xyz.com,1,Art of Resume Building,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2026,Bhopal,6.6,5,0-2 Lakh,21,no,2
ram,ram@xyz.com,1,Art of Resume Building,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,Students,2025,Dhar,6.7,3,0-2 Lakh,5,no,2
dipali ,dipali@xyz.com,1,Art of Resume Building,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2023,Orchha,9.5,3,0-2 Lakh,5,no ,2
vidya,vidya@xyz.com,1,Art of Resume Building,Attending,dkte society's textile and engineering institute ichalkaranji,Facebook,Students,2026,Buldhana,9.9,4,0-2 Lakh,13,no,2
nitesh,nitesh@xyz.com,1,Art of Resume Building,Attending,"thakur institute of management studies, career development & research - [timscdr]",Whatsapp,Students,2024,Dhule,7.6,3,0-2 Lakh,11,no,2
arun ,arun@xyz.com,1,Art of Resume Building,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2023,Thane,7.4,5,0-2 Lakh,18,yes,2
shravani,shravani@xyz.com,1,Art of Resume Building,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,Students,2023,Navi Mumbai,9.2,7,0-2 Lakh,25,no ,2
snehal ,snehal@xyz.com,1,Art of Resume Building,Attending,pillai college of engineering new panvel,Telegram,Students,2025,Kolhapur,6.9,7,0-2 Lakh,7,no,2
esha ,esha@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhinagar,Whatsapp,Students,2025,Solapur,6.5,7,0-2 Lakh,6,no,2
sourabh,sourabh@xyz.com,1,Art of Resume Building,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2023,Vasai,6.7,4,0-2 Lakh,13,no ,2
pragati,pragati@xyz.com,1,Art of Resume Building,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2025,Puri,6.7,5,0-2 Lakh,12,yes,2
akshay,akshay@xyz.com,1,Art of Resume Building,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2025,konark,9.0,4,0-2 Lakh,10,yes,2
pradnya,pradnya@xyz.com,1,Art of Resume Building,Attending,new horizon institute of technology and management ,Facebook,Students,2024,Baleshwar,8.5,3,0-2 Lakh,10,no,2
chaitanya ,chaitanya@xyz.com,1,Art of Resume Building,Attending,"mit academy of engineering ,alandi",Facebook,Students,2026,Patiala,9.5,5,0-2 Lakh,20,no,2
shrinath,shrinath@xyz.com,1,Art of Resume Building,Attending,a. c. patil college of engineering,Email,Students,2024,Sangrur,8.1,7,0-2 Lakh,21,no,2
rajesh,rajesh@xyz.com,1,Art of Resume Building,Attending,wilson college ,College,Students,2025,Ajmer,9.7,5,0-2 Lakh,9,no,2
siddharth,siddharth@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2025,Amer,9.3,3,0-2 Lakh,9,no,2
rutika,rutika@xyz.com,1,Art of Resume Building,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2023,Barmer,9.1,3,0-2 Lakh,8,no,2
dhanashree,dhanashree@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2024,Bikaner,7.6,5,0-2 Lakh,7,yes,2
raksha,raksha@xyz.com,1,Art of Resume Building,Attending,g h raisoni institut of engineering and technology pune,Facebook,Students,2023,Jaipur,7.8,3,0-2 Lakh,21,yes,2
chandrakant,chandrakant@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhinagar,Cloud Counselage Website,Students,2024,Jalor,7.9,3,0-2 Lakh,5,no ,2
saniya,saniya@xyz.com,1,Art of Resume Building,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2025,Jhalwar,8.5,3,0-2 Lakh,16,no ,2
priti,priti@xyz.com,1,Art of Resume Building,Attending,"priyadarshini college of engineering, nagpur ",Facebook,Students,2026,Pali,9.4,5,0-2 Lakh,7,no,2
kartik,kartik@xyz.com,1,Art of Resume Building,Attending,new horizon institute of technology and management ,Whatsapp,Students,2023,Gangtok,8.5,3,0-2 Lakh,9,no,2
piyush ,piyush@xyz.com,1,Art of Resume Building,Attending,"mit academy of engineering ,alandi",Whatsapp,Students,2025,Agartala,7.5,7,0-2 Lakh,17,no,2
sharvari ,sharvari@xyz.com,1,Art of Resume Building,Attending,a. c. patil college of engineering,Whatsapp,Students,2025,Agra,7.2,5,0-2 Lakh,11,no,2
akash ,akash@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",College,Students,2023,Gonda,7.3,5,0-2 Lakh,8,no,2
sonal,sonal@xyz.com,1,Art of Resume Building,Attending,dkte society's textile and engineering institute ichalkaranji,Cloud Counselage Website,Students,2024,Ghazipur,7.3,4,0-2 Lakh,9,yes,2
sakshi,sakshi@xyz.com,1,Data Visualization using Power BI,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Email,Students,2024,Almora,9.4,5,0-2 Lakh,8,no,2
shreya,shreya@xyz.com,1,Data Visualization using Power BI,Attending,g h raisoni institut of engineering and technology pune,Email,Students,2025,Talmuk,7.9,7,0-2 Lakh,12,no,2
siddhant,siddhant@xyz.com,1,Data Visualization using Power BI,Attending,government polytechnic gandhinagar,Email,Students,2025,Siuri,9.3,5,0-2 Lakh,23,no,2
parth,parth@xyz.com,1,Data Visualization using Power BI,Attending,g h raisoni institut of engineering and technology pune,Email,Students,2023,Satna,7.5,3,0-2 Lakh,13,yes,2
dhruv,dhruv@xyz.com,1,Data Visualization using Power BI,Attending,government polytechnic gandhinagar,Whatsapp,Students,2023,Ujjain,7.6,5,0-2 Lakh,19,no ,2
akshay,akshay@xyz.com,1,Data Visualization using Power BI,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Email,Students,2025,Vidisha,8.0,3,0-2 Lakh,25,no ,2
abu,abu@xyz.com,1,Data Visualization using Power BI,Attending,"ld college of engineering, ahmedabad, gujarat ",SPOC/ College Professor,Students,2025,Navi Mumbai,7.8,5,0-2 Lakh,10,no,2
abhishek,abhishek@xyz.com,1,Data Visualization using Power BI,Attending,dkte society's textile and engineering institute ichalkaranji,Email,Students,2025,Mumbai,9.1,4,0-2 Lakh,10,yes,2
khushal,khushal@xyz.com,1,Data Visualization using Power BI,Attending,"ld college of engineering, ahmedabad, gujarat ",Email,Students,2025,Nagpur,6.9,3,0-2 Lakh,10,yes,2
raghav,raghav@xyz.com,1,Data Visualization using Power BI,Attending,g h raisoni institut of engineering and technology pune,SPOC/ College Professor,Students,2024,Nanded,8.4,5,0-2 Lakh,15,no ,2
tushar,tushar@xyz.com,1,Data Visualization using Power BI,Attending,government polytechnic gandhinagar,Email,Students,2026,Mahe,6.7,3,0-2 Lakh,12,no ,2
varsha,varsha@xyz.com,1,Data Visualization using Power BI,Attending,"kle society's college of bca, rls institute, belagavi",Email,Students,2023,Sangrur,7.9,5,0-2 Lakh,9,no,2
varun,varun@xyz.com,1,Data Visualization using Power BI,Attending,new horizon institute of technology and management ,Email,Students,2024,Barmer,9.3,5,0-2 Lakh,7,yes,2
mohit,mohit@xyz.com,1,Data Visualization using Power BI,Attending,late g. n. sapkal college of engineering,Whatsapp,Students,2023,Bikaner,6.4,7,0-2 Lakh,21,no,2
himanshu ,himanshu@xyz.com,1,Data Visualization using Power BI,Attending,"symbiosis institute of technology, pune",SPOC/ College Professor,Students,2025,Jaipur,8.4,7,0-2 Lakh,5,no,2
anmol,anmol@xyz.com,1,Data Visualization using Power BI,Attending,"mit academy of engineering ,alandi",Email,Students,2024,Jalor,6.6,7,0-2 Lakh,16,no,2
prathmesh ,prathmesh@xyz.com,1,Data Visualization using Power BI,Attending,a. c. patil college of engineering,Email,Students,2025,Jhalwar,7.8,5,0-2 Lakh,21,no,2
vaishali,vaishali@xyz.com,1,Data Visualization using Power BI,Attending,don bosco college of engineering fatorda goa,SPOC/ College Professor,Students,2023,Dwarka,9.1,7,0-2 Lakh,17,yes,2
rishikesh,rishikesh@xyz.com,1,Data Visualization using Power BI,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2023,Junagadh,6.5,7,0-2 Lakh,8,no,2
shailesh,shailesh@xyz.com,1,Data Visualization using Power BI,Attending,government polytechnic gandhinagar,Whatsapp,Students,2024,Nadiad,7.6,3,0-2 Lakh,7,no,2
shantanu,shantanu@xyz.com,1,Data Visualization using Power BI,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2023,Navsari,6.5,7,0-2 Lakh,25,no,2
lalit,lalit@xyz.com,1,Data Visualization using Power BI,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2024,Surat,9.2,4,0-2 Lakh,24,yes,2
vaibhav ,vaibhav@xyz.com,1,Data Visualization using Power BI,Attending,late g. n. sapkal college of engineering,Whatsapp,Students,2026,Chandigarh,7.1,4,0-2 Lakh,21,no ,2
mamta,mamta@xyz.com,1,Data Visualization using Power BI,Attending,"symbiosis institute of technology, pune",Whatsapp,Students,2024,Faridabad,8.3,5,0-2 Lakh,17,yes,2
roshan,roshan@xyz.com,1,Data Visualization using Power BI,Attending,"mit academy of engineering ,alandi",Whatsapp,Students,2025,Gurugram,9.2,7,0-2 Lakh,18,yes,2
bhagyashri ,bhagyashri@xyz.com,1,Data Visualization using Power BI,Attending,a. c. patil college of engineering,SPOC/ College Professor,Students,2024,Hisar,9.9,7,0-2 Lakh,23,no,2
atharva ,atharva@xyz.com,1,Data Visualization using Power BI,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2025,Kaithal,7.1,5,0-2 Lakh,8,no,2
mayur ,mayur@xyz.com,1,Data Visualization using Power BI,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2023,Nizambad,7.5,3,0-2 Lakh,8,yes,2
sudarshan ,sudarshan@xyz.com,1,Data Visualization using Power BI,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2023,Gonda,7.4,4,0-2 Lakh,7,no,2
anjali,anjali@xyz.com,1,Data Visualization using Power BI,Attending,don bosco college of engineering fatorda goa,SPOC/ College Professor,Students,2025,Gorakhpur,7.9,4,0-2 Lakh,6,no ,2
vanshita ,vanshita@xyz.com,1,Data Visualization using Power BI,Attending,pillai college of engineering new panvel,Whatsapp,Students,2024,Hamirpur,7.2,5,0-2 Lakh,7,no ,2
surajkumar,surajkumar@xyz.com,1,Data Visualization using Power BI,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,Students,2025,Jhansi,8.7,3,0-2 Lakh,5,no,2
manali ,manali@xyz.com,1,Data Visualization using Power BI,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2023,Mainpuri,8.5,7,0-2 Lakh,20,no,2
aarti,aarti@xyz.com,1,Data Visualization using Power BI,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2024,Varanasi,9.1,5,0-2 Lakh,5,no,2
ujwala,ujwala@xyz.com,1,Data Visualization using Power BI,Attending,government polytechnic gandhinagar,Whatsapp,Students,2023,Alipore,6.7,4,0-2 Lakh,9,no,2
neha,neha@xyz.com,1,Data Visualization using Power BI,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2024,Durgapur,8.2,3,0-2 Lakh,8,yes,2
sapna,sapna@xyz.com,1,Data Visualization using Power BI,Attending,"kle society's college of bca, rls institute, belagavi",SPOC/ College Professor,Students,2025,Hugli,6.5,5,0-2 Lakh,9,yes,2
taksh,taksh@xyz.com,1,Data Visualization using Power BI,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2023,Kolkata,8.7,7,0-2 Lakh,13,no ,2
anushree ,anushree@xyz.com,1,Data Visualization using Power BI,Attending,st.francis institute of technology,Whatsapp,Students,2025,Malda,9.1,5,0-2 Lakh,15,no ,2
